data,player,language,publishedAt,predicted_cluster,topic
bitterer nachmittag fur leipzig sachsen verloren derzeit starken fsv mainz ste xadcken niederlage xadchum spieltag zuvor endgultig krise xadtel braucht leipzig niemand mehr traumen,jeremie frimpong,de,2023-04-01T16:23:50Z,6,Game description
"content torschutzen wirtz jubeln tage wirtz darauf warten   schalke erzielte nationalspieler kreuzbandriss tor bundesliga frech pike schutze schwarmt ,,ich gar nicht sagen seht immer individuelle klasse grossartig gibt team einfach glucklich flo wirtz spielte gross zeigte top reaktion landerspiel enttauschung belgien koln minuten platz",jeremie frimpong,de,2023-04-02T12:05:20Z,5,Player Performance
neuzugang debutierte jungst selecao reagiert klub bereits moglichen abgange timothy fosu mensah saisonende verpflichtung transfer weitblick arthur entwicklungsfahigen spieler fur gewonnen mittelfristig pragende rolle zutrauen bayers sportgeschaftsfuhrer simon rolfes pressemitteilung zitiert xaneben beachtlichen tempo bringe neuzugang fussballerische finesse  viele landsleute herausragenden fussballern geworden,jeremie frimpong,de,2023-04-03T15:34:27Z,1,Other
 mittelsturmer absolviert lauftraining vergangenen saison spieltagen tore bejubelt diesmal gerade tore gleichen zeitpunkt erzielt wurden besten schutzen diaby jeweils acht tore schossen dahinter rangiert schicks landsmann adam hlozek vier treffer spieler nicht selten bank kommt ubungen rasen schick angehen bleibt schmerzfrei programm gesteigert  bedacht darauf druck auszuuben geschaftsfuhrer simon rolfes beruhigt zeit welt,jeremie frimpong,de,2023-04-05T11:59:37Z,4,International Football News
manunited mehrfach berucksichtigt esm topelf fur marz nominiert erling haaland,jeremie frimpong,de,2023-04-06T10:18:38Z,1,Other
"bayern munchen interessiert informationen transferexperte fabrizio romano fur rechtsverteidiger ligakonkurrent   bereits treffen jeffrey lemmert berater jahrigen gegeben neben bayern sei zudem spanische top klub barcelona rennen dabei steht  vertrag konnte klub sommer fur hohe ablosesumme verlassen sky reporter marlon irlbacher schatzte lage zuletzt ,,ich gut vorstellen  millionen euro fordern glaube nicht  halten hore bosse fur entsprechenden preis verkaufen wurden neuen infos romano galt premier league klub manchester united interessent romano bestatigt red devils spieler bereits seit oktober zettel bevor wechsel bayern moglich ware klarheit personalie joao cancelo herrschen leihgabe manchester city spielt ebenfalls position frimpongs deutsche rekordmeister konnte spieler fest verpflichten allerdings fur hohe ablosesumme raum stehen millionen euro unwahrscheinlich bayern cancelo fur solch grosse summe sommer verpflichten deswegen portugiese nicht startelf bundesligisten festspielen konnte laut romano munchener mai uber mogliche verpflichtung cancelo entscheiden nachdem getan wurde konnte heisses thema nicht sinnvoll zweitem finde bleibt mazraoui fur davies spielen konnte ware ganz gute rotation davies mazraoui evtl hernandez moglich gute nacht mehr weniger ersatz vorallem flugel gut einsetzbar ware nicht verkehrt bayern gnabry verkaufen woruber ernsthaft nachgedacht kommentar geloscht ersatz bittschen los mazraoui bewiesen uber paar spiele bayerns niveau spielen ausserdem meinung unsicherer passspiel nicht ruhig ball mazroaui argumentation stimmt aufjedenfall erfahrungs unterschied geschuldet mazraoui stamm ajax nationalteam afcon jahre alter trotzdem sehe vorallem offensiv parallelen davies vorallem riesen sprung davies saison nachste hingelegt davies wechselt sommer victory geste ware unfassbarer fehler lev fur mio abgeben wurde leistung vertragssituation zahlungsfahigkeit interessenten sprechen eher fur mio imo wolf meunier ersatz gesehen dortmund braucht geld sicher fur weitere spieler weder performen dortmund spielt kette spielt kette durchgehend vorne schliesst nicht system angepasst passendes personal ufae erganzung stricke reissen kimmich spielen gravenberch mittelfeld nicht bayern einfach offensichtlich konkurrenz schwachen  schwachen bayern allerhochste prio deswegen unbedingt mio reinbuttern kannst nicht verstehen bayern spielt oft kette brauch top schienenspieler genau profil erfullt potenzial oben ciaomon hangen bayern naturlich verspatet interessantesten bundesliga spieler denke lockrufen geld niederlandischen trainers erik ten hag folgen manchester united wechseln the way wurden bayern spieler verpflichten position wirklicher bedarf besteht gravenberch mane lassen grussen hoffe bvb interesse hinterlegt wurde hilfreich wurde freuen bundesliga bleibt guter rechtsverteidiger offensivdrang links davies rechts linienrichter trauriges erleichtertes gesicht benommenes gesicht schwindlig jens jeremies floppt hart egal bayern buckfitches tuchel liebt kette bayern etablieren rechts passt perfekt rein fur nachste saison okay wollt fragen iwie gefuhl vermehrt alte gespielt tuchel junge gehen bayern macht sache immer gewissenhaft defensiv stabil halt problem grund warum bayern saisonspiele bayern erwartet spiel stellst heutzutage defensiv stabilen mehr vorne nicht mitbringt gehst moglichst schnelle offensivstarke schienenspieler danke cancelo fussballerisch nicht potenzial alter her mag dran davies durften regelmassig geblitzt bitte nicht entsetztes gesicht grosser fan mazraoui pavard cancelo letztere vielleicht wechseln sehe bedarf nicht ganz spielertyp pavard tuchel langfristig dreierkette spielen perfekte erganzung startelfpotenzial viererkette allerdings bayern konnte gut gebrauchen eig nicht kerl einfach bombenstark ware sofort gesetzt finde gerade zug vorne genial mazraoui mag gut augen starker version copyright ligainsider impressum datenschutzerklarung",jeremie frimpong,de,2023-04-06T16:49:00Z,3,Bundesliga News
jahrige niederlander wechselte sommer fur knapp millionen euro glasgow rangers  konnte sommer nachsten karrieresprung original beitrag bayern steigt transferpoker stammt fcbinside,jeremie frimpong,de,2023-04-07T07:11:39Z,1,Other
"vertrag   verpflichtung brasilianischen neu nationalspielers arthur america mineiro vorgesorgt fur fall abgangs rechtsverteidiger sommer niederlander spielt super saison bilanz acht tore funf vorlagen bundesliga fur  leistungen international meist begehrtesten profis   schalke erzielte wirtz tagen tor bundesliga  trainer alonso  platz gefuhrt holte spielen punkte manchester united holen interesse besteht seit monaten united bekommt offenbar konkurrenz laut transfer experte fabrizio romano sollen bayern barcelona gesprache frimpongs berater jeffrey lemmert gefuhrt demnach bayern mai abwarten mancity leihgabe joao cancelo weitergeht barca gedemutigt real konter meisterwerk duell bayern verteidiger matthijs ligt ,,erst vertrag gute situation"" sagte  sport boss simon rolfes zuletzt schalke uber ,,fur gilt fur jungen spieler gilt nicht potenzial ausgereift gefordert entwickeln dafur schones beispiel schnelligkeit vorher spiel ball mitspieler einsetzt tore vorbereitet letzten zweieinhalb jahren enorm verbessert",jeremie frimpong,de,2023-04-07T07:42:27Z,4,International Football News
funf scorerpunkte marz folgerichtig guerreiro wahl spieler monats potm marz bundesliga palacios beide   omar marmoush vfl wolfsburg marius bulter schalke erhan masovic vfl bochum durchgesetzt viele fans aufgrund ausblicks enormes tempo eher gewunscht guerreiros potm karte ebenfalls starken grundattributen stechen dribbling pass hervor einzig physis verhindert aufnahme sogenannte gullit gang gruppe spielern deren sechs hauptwerte fut allesamt mindestens punkte betragen genaueren spezialkarte wissen vornehmlich beweglichkeit balance kurzpasse uberzeugen,jeremie frimpong,de,2023-04-07T13:44:53Z,2,Bundesliga News
wohl reiner selbstschutz mutete kurios leicht oliver glasner bitteren samstag provoziert fuhlte,jeremie frimpong,de,2023-04-08T15:38:45Z,0,Europa League
warum sehe faz net nicht,jeremie frimpong,de,2023-04-08T15:41:37Z,3,Bundesliga News
franzose sieht  nicht favorit saint gilles variable spiel  offensiv trio kommt lieber hangender position heraus spitze stossenden adli deutlich mehr entgegen starre aufgabe vorderster linie nationalspieler diaby franzosischem landsmann besitzt wirtz zwei extrem flinke optionen fur passe tiefe rechten schienenspieler zusatzlich erweitert sachen konterspiel verfugt alonso adli uber grossere bandbreite wodurch fur gegner schwieriger nachdem trainer spielenden mittelsturmer azmoun laufwutigen technisch starken tiefstarter adli setzt alonso unterschiedliche akzente setzen,jeremie frimpong,de,2023-04-11T11:04:13Z,6,Game description
wirtz holte  punkte individuellen werte beeindruckend treffer legte dortmunds raphael guerreiro ligaweit beste vorlagengeber jahr ausbeute zudem gemeinsam diaby bester vorbereiter  seit saisonstart dabei insgesamt sammelte wirtz winterpause einsatzen scorer punkte zeitraum gemeinsam nummer  minuten wirtz bundesliga saison tor beteiligt belgiens nationaltrainer domenico tedesco warnt  union saint gilloise europaleague,jeremie frimpong,de,2023-04-11T16:45:20Z,5,Player Performance
siegesserie geht  viertelfinal hinspiel europaleague liegt kurz schluss zuruck ehe ausgleich gelingt union saint gilloise schickt union letzten bundesliga vertreter wettbewerb werfen,jeremie frimpong,de,2023-04-13T20:52:19Z,7,Europa League
 startete souveran spiel saint gilloise geriet ruckstand star brillierte kurz schluss diaby verzog zweimal knapp hincapie hincapie kopfte grossten gelegenheit langen pfosten zwei metern spitzem winkel daneben insgesamt bekampften belgier starken bundesligisten gut beispielhaft dafur diaby bayers starker rechter schnelligkeit kaum ausspielen konnten viertelfinals europaleague ergebnisse uberblick,jeremie frimpong,de,2023-04-13T20:52:21Z,4,International Football News
dank wirtz  chancen einzug halbfinale europaleague viertelfinal hinspiel union saint gilloise rettete nationalspieler treffer acht minuten schluss zumindest remis dennoch steht  ruckspiel woche anderlecht menge arbeit donnerstag biss werkself belgischen aussenseiter union berlin achtelfinale uber weite strecken zahne,jeremie frimpong,de,2023-04-13T20:55:56Z,7,Europa League
warum sehe faz net nicht,jeremie frimpong,de,2023-04-13T20:58:26Z,3,Bundesliga News
morgenpost sportstubchen,jeremie frimpong,de,2023-04-13T20:59:00Z,0,Europa League
wirtz verteilte erlosenden tor handkusschen publikum grosse feierlichkeiten leverkusener kraftakt belgischen aussenseiter jungstar nicht einlassen immerhin  spate ausgleichstor wirtz chancen einzug halbfinale europaleague,jeremie frimpong,de,2023-04-13T21:02:57Z,5,Player Performance
jaaaa wirtz feiert spate unentschieden argerlich bereits halfte  dicke chancen zuerst scheitert hincapie feiner flanke per kopf trifft aussennetz diaby schiesst super solo landsmanns adli daneben stark fans starten pyro party beginn partie knapp zwei stunden spielbeginn begrussten mannschaftsbus strasse stadion ordentlich feuerwerk,jeremie frimpong,de,2023-04-13T21:03:35Z,6,Game description
dank wirtz  chancen einzug halbfinale europaleague viertelfinal hinspiel union saint gilloise rettete nationalspieler treffer acht minuten schluss zumindest remis dennoch steht  ruckspiel woche anderlecht menge arbeit donnerstag biss werkself belgischen aussenseiter union berlin achtelfinale uber weite strecken zahne,jeremie frimpong,de,2023-04-13T21:05:09Z,7,Europa League
dank wirtz  chancen einzug halbfinale europaleague viertelfinal hinspiel union saint gilloise rettete nationalspieler treffer acht minuten schluss zumindest remis dennoch steht  ruckspiel woche anderlecht menge arbeit donnerstag biss werkself belgischen aussenseiter union berlin achtelfinale uber weite strecken zahne,jeremie frimpong,de,2023-04-13T21:08:00Z,7,Europa League
 union berlin union saint gilloise gewarnt dennoch tat werkself viertelfinale hinspiel europaleague lange schwer insgesamt bekampften belgier starken bundesligisten gut beispielhaft dafur diaby bayers starker rechter schnelligkeit kaum ausspielen konnten fiel tor tatsachlich gegenseite starke boniface ball zehn metern lange eck schlenzte  rannte zunehmend wild hektisch disziplinierten gaste selten grosse probleme stellte schlussphase gelang erlosende ausgleichstreffer wirtz distanzschuss genau zielte dpa,jeremie frimpong,de,2023-04-13T21:20:20Z,5,Player Performance
wirtz geste sagen trikot dringend gewaschen herz jahrigen fur  schlagt benachbarten koln wirtz junior kickte geste nicht goutieren mehrten torchancen fur werkself diaby verzog zweimal knapp hincapie hincapie kopfte grossten gelegenheit langen pfosten zwei metern spitzem winkel daneben insgesamt bekampften belgier starken bundesligisten gut beispielhaft dafur diaby bayers starker rechter schnelligkeit kaum ausspielen xakonnten fiel tor tatsachlich gegenseite starke boniface ball zehn metern lange eck schlenzte  rannte zunehmend wild hektisch disziplinierten gaste selten grosse probleme stellte schlussphase gelang erlosende ausgleichstreffer wirtz distanzschuss genau xazielte,jeremie frimpong,de,2023-04-13T21:29:51Z,4,International Football News
hincapie tah bedanken fur fan unterstutzung tolle flanke hincapie standig unterwegs makel kopfball minute note bakker einziger neuer spieler startelf niederlander brauchte anlaufzeit steigerte zweiten halfte deutlich top flanken azmoun plus tore verdient note adli vorlage diaby kurz pause beste szene diesmal allerdings eigene gefahrliche offensiv aktion note,jeremie frimpong,de,2023-04-14T08:16:22Z,6,Game description
 bangt saint gilles weltmeister palacios schliesslich lieferte tabellenzweite jupiler pro league demonstration hochster verteidigungskunst wohl team hielt saison  mannschaftlich geschlossen tor fern verteidigte kompakt automatisiert ineinandergreifend elf alonso klaren schnelligkeitsvorteile kaum ausspielen konnte nicht rechten schiene selten ausgebremst worden offensiven treiben minuten folglich behielt enttauschung uber resultat nicht oberhand gegenuber freude uber spate wirtz ball vorarbeit eingewechselten sardar azmoun etwa metern uberlegt lange eck platzierte  wirtz verzweiflung nahe belgier kurz pause nicht unverdient fuhrung gegangen kunstschuss jahrigen kaum knacken beiden besten chancen vielmehr zweimal funfmeterraum irrlichternde union keeper anthony moris ermoglicht jeweils flanke unterlief fehlenden prazision schutzen hincapie kopfballe wenigen metern neben tor setzten verdanken fehler nicht bestraft wurden nachdem  pause zwei drei umschaltaktionen letzten pass entweder unprazise agiert falsche entscheidung getroffen entnervten belgier gastgeber zeit zusehends sogar genie wirtz phase verleitete ausgleich uberhasteten passen nicht vorhandene raume erzwingen,jeremie frimpong,de,2023-04-14T11:21:14Z,4,International Football News
